PPI,viral_prot,host_prot,class
NSP13~Q86X55,NSP13,Q86X55,Negative
NSP9~P19075,NSP9,P19075,Negative
ORF9C~O15440,ORF9C,O15440,Negative
NSP13~P48163,NSP13,P48163,Negative
ORF9B~Q58EX7,ORF9B,Q58EX7,Negative
ORF7B~Q96EB1,ORF7B,Q96EB1,Negative
NSP12~A2A3N6,NSP12,A2A3N6,Negative
S~P11441,S,P11441,Negative
NSP13~Q8IUN9,NSP13,Q8IUN9,Negative
ORF3B~Q6PJF5,ORF3B,Q6PJF5,Negative
ORF9C~Q8NBP0,ORF9C,Q8NBP0,Negative
NSP6~P18084,NSP6,P18084,Negative
ORF9C~Q9UPQ9,ORF9C,Q9UPQ9,Negative
ORF3B~P09914,ORF3B,P09914,Negative
ORF9C~Q4VXA5,ORF9C,Q4VXA5,Negative
ORF7A~O15400,ORF7A,O15400,Negative
NSP7~Q5JSZ5,NSP7,Q5JSZ5,Negative
N~Q96J02,N,Q96J02,Negative
ORF9B~Q13740,ORF9B,Q13740,Negative
NSP2~O94851,NSP2,O94851,Negative
N~Q4VCS5,N,Q4VCS5,Negative
ORF14~Q15654,ORF14,Q15654,Negative
S~Q9Y530,S,Q9Y530,Negative
ORF9C~Q8N2G8,ORF9C,Q8N2G8,Negative
ORF10~Q8TED0,ORF10,Q8TED0,Negative
NSP3~Q9P2N6,NSP3,Q9P2N6,Negative
ORF9C~Q6FI81,ORF9C,Q6FI81,Negative
NSP9~Q16625,NSP9,Q16625,Negative
NSP4~Q8IYS2,NSP4,Q8IYS2,Negative
NSP10~P05204,NSP10,P05204,Negative
NSP8~Q8NFQ8,NSP8,Q8NFQ8,Negative
NSP10~P40429,NSP10,P40429,Negative
NSP9~Q8WVT3,NSP9,Q8WVT3,Negative
NSP2~Q14207,NSP2,Q14207,Negative
ORF8~O75390,ORF8,O75390,Negative
M~O95487,M,O95487,Negative
S~Q9Y2H0,S,Q9Y2H0,Negative
NSP5~P62633,NSP5,P62633,Negative
ORF9C~Q99640,ORF9C,Q99640,Negative
ORF8~Q9Y5K3,ORF8,Q9Y5K3,Negative
NSP4~Q9UPN4,NSP4,Q9UPN4,Negative
ORF9B~P54652,ORF9B,P54652,Negative
ORF6~Q5H9R7,ORF6,Q5H9R7,Negative
ORF6~Q6NUN9,ORF6,Q6NUN9,Negative
NSP5~Q6XZF7,NSP5,Q6XZF7,Negative
NSP16~P40189,NSP16,P40189,Negative
ORF8~O00151,ORF8,O00151,Negative
NSP11~P17568,NSP11,P17568,Negative
ORF9B~O75387,ORF9B,O75387,Negative
ORF9B~Q8TBA6,ORF9B,Q8TBA6,Negative
ORF7A~Q96JJ7,ORF7A,Q96JJ7,Negative
NSP11~Q99500,NSP11,Q99500,Negative
ORF3A~Q504Q3,ORF3A,Q504Q3,Negative
S~P61247,S,P61247,Negative
NSP10~Q9UKB1,NSP10,Q9UKB1,Negative
ORF9B~Q9UKV5,ORF9B,Q9UKV5,Negative
ORF9B~P04035,ORF9B,P04035,Negative
NSP9~O00400,NSP9,O00400,Negative
ORF9B~Q9HD45,ORF9B,Q9HD45,Negative
ORF3A~Q07869,ORF3A,Q07869,Negative
ORF9C~Q13443,ORF9C,Q13443,Negative
NSP3~P84095,NSP3,P84095,Negative
NSP13~O15173,NSP13,O15173,Negative
NSP7~P40616,NSP7,P40616,Negative
NSP3~Q15904,NSP3,Q15904,Negative
ORF9C~Q16719,ORF9C,Q16719,Negative
NSP6~Q96AX9,NSP6,Q96AX9,Negative
NSP13~P60842,NSP13,P60842,Negative
NSP12~P78382,NSP12,P78382,Negative
NSP3~P29218,NSP3,P29218,Negative
NSP14~Q9H2E6,NSP14,Q9H2E6,Negative
NSP3~Q9NRM7,NSP3,Q9NRM7,Negative
NSP8~Q9BY77,NSP8,Q9BY77,Negative
ORF8~Q13423,ORF8,Q13423,Negative
NSP8~Q96HE9,NSP8,Q96HE9,Negative
ORF3A~P16989,ORF3A,P16989,Negative
ORF6~Q9BVK2,ORF6,Q9BVK2,Negative
ORF8~Q6IC98,ORF8,Q6IC98,Negative
ORF3B~Q9UM00,ORF3B,Q9UM00,Negative
ORF9C~P23458,ORF9C,P23458,Negative
NSP11~Q9BWN1,NSP11,Q9BWN1,Negative
NSP1~A6NHR9,NSP1,A6NHR9,Negative
ORF6~Q96S66,ORF6,Q96S66,Negative
ORF6~Q08426,ORF6,Q08426,Negative
E~O43609,E,O43609,Negative
NSP8~Q16625,NSP8,Q16625,Negative
NSP7~Q8N9T8,NSP7,Q8N9T8,Negative
ORF3A~P30050,ORF3A,P30050,Negative
NSP13~Q7Z3D4,NSP13,Q7Z3D4,Negative
NSP9~O15258,NSP9,O15258,Negative
ORF10~Q12959,ORF10,Q12959,Negative
NSP7~Q12968,NSP7,Q12968,Negative
ORF9B~O14979,ORF9B,O14979,Negative
NSP7~P62280,NSP7,P62280,Negative
NSP5~P16422,NSP5,P16422,Negative
NSP12~Q6UVK1,NSP12,Q6UVK1,Negative
NSP12~O00469,NSP12,O00469,Negative
S~P15311,S,P15311,Negative
NSP11~Q96N46,NSP11,Q96N46,Negative
NSP16~Q9Y679,NSP16,Q9Y679,Negative
NSP11~Q8N9N7,NSP11,Q8N9N7,Negative
NSP13~P78381,NSP13,P78381,Negative
NSP11~O15344,NSP11,O15344,Negative
NSP6~Q03001,NSP6,Q03001,Negative
ORF9B~Q7Z3I7,ORF9B,Q7Z3I7,Negative
NSP7~Q9GZP9,NSP7,Q9GZP9,Negative
ORF9C~O75410,ORF9C,O75410,Negative
NSP14~Q15185,NSP14,Q15185,Negative
NSP4~O43920,NSP4,O43920,Negative
N~P22087,N,P22087,Negative
S~Q12769,S,Q12769,Negative
NSP16~O95155,NSP16,O95155,Negative
NSP11~P12109,NSP11,P12109,Negative
ORF7A~O00192,ORF7A,O00192,Negative
ORF9B~Q9H1K0,ORF9B,Q9H1K0,Negative
E~Q5VSY0,E,Q5VSY0,Negative
ORF7A~Q9BXF6,ORF7A,Q9BXF6,Negative
ORF6~Q9P2W1,ORF6,Q9P2W1,Negative
NSP7~P49736,NSP7,P49736,Negative
NSP9~Q15070,NSP9,Q15070,Negative
NSP9~O75352,NSP9,O75352,Negative
M~P42704,M,P42704,Negative
S~O96011,S,O96011,Negative
NSP13~Q9Y426,NSP13,Q9Y426,Negative
NSP3~Q75QN2,NSP3,Q75QN2,Negative
NSP13~Q9Y394,NSP13,Q9Y394,Negative
NSP11~Q86XL3,NSP11,Q86XL3,Negative
ORF10~Q9NSC2,ORF10,Q9NSC2,Negative
ORF6~Q8IWF6,ORF6,Q8IWF6,Negative
NSP12~Q9UHV7,NSP12,Q9UHV7,Negative
ORF9B~Q96FF9,ORF9B,Q96FF9,Negative
NSP14~Q9GZQ8,NSP14,Q9GZQ8,Negative
NSP9~P56945,NSP9,P56945,Negative
NSP7~Q9BSR8,NSP7,Q9BSR8,Negative
NSP8~P62280,NSP8,P62280,Negative
ORF6~Q9NQ84,ORF6,Q9NQ84,Negative
ORF8~Q06787,ORF8,Q06787,Negative
NSP7~A5YKK6,NSP7,A5YKK6,Negative
ORF3B~O75718,ORF3B,O75718,Negative
NSP8~P28074,NSP8,P28074,Negative
NSP13~Q9UBH6,NSP13,Q9UBH6,Negative
ORF9B~P23677,ORF9B,P23677,Negative
NSP1~O00469,NSP1,O00469,Negative
NSP6~Q96FF9,NSP6,Q96FF9,Negative
NSP11~O15439,NSP11,O15439,Negative
ORF3B~Q9NXB0,ORF3B,Q9NXB0,Negative
NSP15~O60499,NSP15,O60499,Negative
NSP14~Q13423,NSP14,Q13423,Negative
NSP9~P60604,NSP9,P60604,Negative
ORF9C~Q96AG4,ORF9C,Q96AG4,Negative
NSP7~Q5VZ89,NSP7,Q5VZ89,Negative
ORF7A~Q5JPE7,ORF7A,Q5JPE7,Negative
NSP3~Q9UBM7,NSP3,Q9UBM7,Negative
M~Q02880,M,Q02880,Negative
ORF8~P07306,ORF8,P07306,Negative
NSP10~O95249,NSP10,O95249,Negative
NSP8~Q9NV64,NSP8,Q9NV64,Negative
NSP9~Q9NV66,NSP9,Q9NV66,Negative
E~Q15021,E,Q15021,Negative
NSP15~P08758,NSP15,P08758,Negative
NSP4~P05023,NSP4,P05023,Negative
NSP3~O00115,NSP3,O00115,Negative
ORF8~P62910,ORF8,P62910,Negative
NSP4~Q9NU53,NSP4,Q9NU53,Negative
NSP11~O94874,NSP11,O94874,Negative
NSP16~Q8TED0,NSP16,Q8TED0,Negative
NSP2~P16070,NSP2,P16070,Negative
NSP5~Q5VWQ8,NSP5,Q5VWQ8,Negative
NSP12~O00192,NSP12,O00192,Negative
ORF9C~Q10570,ORF9C,Q10570,Negative
NSP2~O15126,NSP2,O15126,Negative
ORF10~Q96M89,ORF10,Q96M89,Negative
NSP13~Q13948,NSP13,Q13948,Negative
NSP1~Q13563,NSP1,Q13563,Negative
ORF14~O15260,ORF14,O15260,Negative
NSP16~P57088,NSP16,P57088,Negative
NSP12~Q92859,NSP12,Q92859,Negative
ORF3A~P07686,ORF3A,P07686,Negative
ORF9B~Q9HBM0,ORF9B,Q9HBM0,Negative
NSP7~P58004,NSP7,P58004,Negative
E~Q96L92,E,Q96L92,Negative
NSP2~Q7KZI7,NSP2,Q7KZI7,Negative
NSP9~Q8N766,NSP9,Q8N766,Negative
NSP3~Q96QU8,NSP3,Q96QU8,Negative
NSP3~Q16584,NSP3,Q16584,Negative
E~Q9BYT8,E,Q9BYT8,Negative
NSP11~Q86Y07,NSP11,Q86Y07,Negative
NSP5~Q15011,NSP5,Q15011,Negative
NSP14~P54198,NSP14,P54198,Negative
ORF7A~Q9Y230,ORF7A,Q9Y230,Negative
NSP7~Q8N6S5,NSP7,Q8N6S5,Negative
ORF7A~O14662,ORF7A,O14662,Negative
ORF8~Q9UN70,ORF8,Q9UN70,Negative
NSP6~Q96RQ1,NSP6,Q96RQ1,Negative
ORF3B~P27708,ORF3B,P27708,Negative
ORF7B~P31644,ORF7B,P31644,Negative
ORF6~Q9Y4W6,ORF6,Q9Y4W6,Negative
ORF3B~Q9H4M9,ORF3B,Q9H4M9,Negative
ORF6~Q9NP72,ORF6,Q9NP72,Negative
NSP11~P53367,NSP11,P53367,Negative
NSP2~Q8IXB1,NSP2,Q8IXB1,Negative
NSP1~Q6NUQ4,NSP1,Q6NUQ4,Negative
ORF3A~Q05193,ORF3A,Q05193,Negative
ORF3B~Q68DK7,ORF3B,Q68DK7,Negative
ORF3A~Q92569,ORF3A,Q92569,Negative
NSP8~Q5VV52,NSP8,Q5VV52,Negative
E~Q96AD5,E,Q96AD5,Negative
NSP16~O15056,NSP16,O15056,Negative
NSP11~Q9NQC8,NSP11,Q9NQC8,Negative
NSP7~Q9Y679,NSP7,Q9Y679,Negative
NSP3~O60716,NSP3,O60716,Negative
NSP7~Q8IUC6,NSP7,Q8IUC6,Negative
NSP8~Q13111,NSP8,Q13111,Negative
NSP5~Q99618,NSP5,Q99618,Negative
NSP6~P78552,NSP6,P78552,Negative
S~P42765,S,P42765,Negative
NSP8~Q96QU8,NSP8,Q96QU8,Negative
E~P84077,E,P84077,Negative
ORF7B~P16422,ORF7B,P16422,Negative
NSP11~Q12899,NSP11,Q12899,Negative
NSP12~Q96GF1,NSP12,Q96GF1,Negative
NSP8~Q9UN70,NSP8,Q9UN70,Negative
NSP2~Q9H3N1,NSP2,Q9H3N1,Negative
ORF3A~O60831,ORF3A,O60831,Negative
ORF8~Q10570,ORF8,Q10570,Negative
NSP4~Q12815,NSP4,Q12815,Negative
ORF7A~Q96HC4,ORF7A,Q96HC4,Negative
ORF9C~Q9UJ68,ORF9C,Q9UJ68,Negative
NSP1~Q15643,NSP1,Q15643,Negative
NSP4~Q86VS8,NSP4,Q86VS8,Negative
NSP11~Q9NP72,NSP11,Q9NP72,Negative
ORF9C~Q6P1A2,ORF9C,Q6P1A2,Negative
N~Q96AZ6,N,Q96AZ6,Negative
NSP2~O60281,NSP2,O60281,Negative
N~P43003,N,P43003,Negative
ORF7A~Q8TD10,ORF7A,Q8TD10,Negative
NSP3~Q86W74,NSP3,Q86W74,Negative
E~P46779,E,P46779,Negative
NSP13~P53367,NSP13,P53367,Negative
NSP8~Q75V66,NSP8,Q75V66,Negative
NSP3~Q9NZJ4,NSP3,Q9NZJ4,Negative
NSP6~Q9BZL4,NSP6,Q9BZL4,Negative
NSP14~O43609,NSP14,O43609,Negative
ORF6~P62701,ORF6,P62701,Negative
NSP5~P61964,NSP5,P61964,Negative
NSP13~Q99567,NSP13,Q99567,Negative
ORF3B~Q6W2J9,ORF3B,Q6W2J9,Negative
NSP4~Q15286,NSP4,Q15286,Negative
NSP6~Q5JSZ5,NSP6,Q5JSZ5,Negative
ORF8~O75396,ORF8,O75396,Negative
NSP11~Q8WUY9,NSP11,Q8WUY9,Negative
ORF9C~P48449,ORF9C,P48449,Negative
M~Q6IAN0,M,Q6IAN0,Negative
ORF8~Q96HP0,ORF8,Q96HP0,Negative
N~Q9P2D0,N,Q9P2D0,Negative
ORF9B~Q9Y320,ORF9B,Q9Y320,Negative
NSP16~Q9H0E2,NSP16,Q9H0E2,Negative
NSP2~Q96Q80,NSP2,Q96Q80,Negative
S~P06748,S,P06748,Negative
NSP11~Q9BQ48,NSP11,Q9BQ48,Negative
NSP11~P27105,NSP11,P27105,Negative
NSP3~Q8NCH0,NSP3,Q8NCH0,Negative
ORF10~Q9Y4W6,ORF10,Q9Y4W6,Negative
NSP15~Q13838,NSP15,Q13838,Negative
NSP1~P27797,NSP1,P27797,Negative
NSP16~P38435,NSP16,P38435,Negative
M~Q92896,M,Q92896,Negative
N~Q9BXS6,N,Q9BXS6,Negative
ORF10~P11182,ORF10,P11182,Negative
NSP12~O75223,NSP12,O75223,Negative
S~Q3YEC7,S,Q3YEC7,Negative
ORF8~O95477,ORF8,O95477,Negative
ORF8~O15439,ORF8,O15439,Negative
ORF9B~Q99615,ORF9B,Q99615,Negative
NSP8~O14744,NSP8,O14744,Negative
NSP3~P82933,NSP3,P82933,Negative
NSP3~Q14517,NSP3,Q14517,Negative
NSP6~A6NHR9,NSP6,A6NHR9,Negative
ORF14~O76094,ORF14,O76094,Negative
NSP4~Q9NYG2,NSP4,Q9NYG2,Negative
ORF9C~Q99697,ORF9C,Q99697,Negative
NSP7~O15400,NSP7,O15400,Negative
NSP2~Q92930,NSP2,Q92930,Negative
ORF7A~O00400,ORF7A,O00400,Negative
ORF10~Q5SQN1,ORF10,Q5SQN1,Negative
NSP1~P19075,NSP1,P19075,Negative
NSP8~Q86WA9,NSP8,Q86WA9,Negative
NSP9~Q969N2,NSP9,Q969N2,Negative
NSP4~Q8N2H3,NSP4,Q8N2H3,Negative
NSP8~Q86YR5,NSP8,Q86YR5,Negative
NSP1~P43034,NSP1,P43034,Negative
NSP6~Q9BWN1,NSP6,Q9BWN1,Negative
S~P57081,S,P57081,Negative
NSP9~O75083,NSP9,O75083,Negative
ORF10~Q9NQP4,ORF10,Q9NQP4,Negative
ORF14~Q10570,ORF14,Q10570,Negative
NSP11~Q9BX67,NSP11,Q9BX67,Negative
ORF9B~Q9BVI4,ORF9B,Q9BVI4,Negative
NSP14~O95817,NSP14,O95817,Negative
ORF9B~Q9Y6M7,ORF9B,Q9Y6M7,Negative
E~O43303,E,O43303,Negative
ORF7A~Q7Z7G8,ORF7A,Q7Z7G8,Negative
NSP5~Q15008,NSP5,Q15008,Negative
ORF9C~P10909,ORF9C,P10909,Negative
NSP15~Q8NE86,NSP15,Q8NE86,Negative
ORF3A~Q6PML9,ORF3A,Q6PML9,Negative
ORF10~P48651,ORF10,P48651,Negative
NSP15~O95470,NSP15,O95470,Negative
NSP6~Q5VZE5,NSP6,Q5VZE5,Negative
NSP13~Q9BXB1,NSP13,Q9BXB1,Negative
NSP13~Q9NRZ5,NSP13,Q9NRZ5,Negative
NSP5~P16989,NSP5,P16989,Negative
ORF10~Q92569,ORF10,Q92569,Negative
ORF7B~P62888,ORF7B,P62888,Negative
NSP15~P52799,NSP15,P52799,Negative
NSP4~P00367,NSP4,P00367,Negative
ORF10~Q9UIX4,ORF10,Q9UIX4,Negative
ORF6~Q9Y219,ORF6,Q9Y219,Negative
NSP15~Q5SRE5,NSP15,Q5SRE5,Negative
ORF10~Q96RS6,ORF10,Q96RS6,Negative
ORF8~P17858,ORF8,P17858,Negative
ORF6~Q8NDV7,ORF6,Q8NDV7,Negative
NSP3~P29320,NSP3,P29320,Negative
NSP12~P15311,NSP12,P15311,Negative
NSP12~P24752,NSP12,P24752,Negative
ORF6~Q8WTW3,ORF6,Q8WTW3,Negative
NSP2~P12277,NSP2,P12277,Negative
E~P35658,E,P35658,Negative
NSP5~Q02880,NSP5,Q02880,Negative
ORF6~Q4VXA5,ORF6,Q4VXA5,Negative
NSP3~Q8TDX7,NSP3,Q8TDX7,Negative
ORF9B~Q9UIQ6,ORF9B,Q9UIQ6,Negative
NSP9~O96005,NSP9,O96005,Negative
NSP13~O14880,NSP13,O14880,Negative
N~O75170,N,O75170,Negative
NSP8~Q9UGP8,NSP8,Q9UGP8,Negative
NSP12~Q96G23,NSP12,Q96G23,Negative
NSP15~Q9P273,NSP15,Q9P273,Negative
NSP16~O75787,NSP16,O75787,Negative
NSP4~P07948,NSP4,P07948,Negative
NSP2~Q9Y262,NSP2,Q9Y262,Negative
NSP14~Q9Y277,NSP14,Q9Y277,Negative
ORF3B~P50402,ORF3B,P50402,Negative
ORF10~Q9HAS0,ORF10,Q9HAS0,Negative
NSP16~Q5SY16,NSP16,Q5SY16,Negative
NSP16~Q9UMY1,NSP16,Q9UMY1,Negative
ORF10~Q86VZ5,ORF10,Q86VZ5,Negative
S~Q9HC07,S,Q9HC07,Negative
NSP16~Q8NB49,NSP16,Q8NB49,Negative
ORF9B~Q9H583,ORF9B,Q9H583,Negative
ORF9C~Q14746,ORF9C,Q14746,Negative
ORF7A~Q13438,ORF7A,Q13438,Negative
ORF10~Q15050,ORF10,Q15050,Negative
NSP9~Q07869,NSP9,Q07869,Negative
ORF7A~Q8N3C7,ORF7A,Q8N3C7,Negative
NSP12~Q6AZY7,NSP12,Q6AZY7,Negative
NSP10~O95467,NSP10,O95467,Negative
ORF9C~P80723,ORF9C,P80723,Negative
NSP1~P30990,NSP1,P30990,Negative
ORF7A~Q86TI0,ORF7A,Q86TI0,Negative
E~Q08426,E,Q08426,Negative
NSP5~Q93084,NSP5,Q93084,Negative
NSP7~P32322,NSP7,P32322,Negative
NSP15~P37173,NSP15,P37173,Negative
ORF7B~Q9Y6G5,ORF7B,Q9Y6G5,Negative
ORF6~O95487,ORF6,O95487,Negative
NSP14~P61019,NSP14,P61019,Negative
NSP5~Q9UBF8,NSP5,Q9UBF8,Negative
ORF7B~P17706,ORF7B,P17706,Negative
NSP6~Q9UNX4,NSP6,Q9UNX4,Negative
NSP14~Q9NV96,NSP14,Q9NV96,Negative
S~Q8WV83,S,Q8WV83,Negative
NSP5~Q6P1M0,NSP5,Q6P1M0,Negative
NSP16~Q13523,NSP16,Q13523,Negative
NSP4~Q86SJ2,NSP4,Q86SJ2,Negative
NSP14~P35611,NSP14,P35611,Negative
ORF6~Q9UDY4,ORF6,Q9UDY4,Negative
NSP15~Q9Y2S6,NSP15,Q9Y2S6,Negative
NSP1~Q6UVK1,NSP1,Q6UVK1,Negative
NSP9~P61224,NSP9,P61224,Negative
NSP15~P62910,NSP15,P62910,Negative
NSP13~Q9HB20,NSP13,Q9HB20,Negative
NSP2~P62081,NSP2,P62081,Negative
ORF10~Q9Y2V7,ORF10,Q9Y2V7,Negative
ORF14~Q15773,ORF14,Q15773,Negative
ORF3B~P30084,ORF3B,P30084,Negative
N~P49720,N,P49720,Negative
NSP6~Q96CM8,NSP6,Q96CM8,Negative
NSP8~Q86YQ8,NSP8,Q86YQ8,Negative
NSP12~Q15054,NSP12,Q15054,Negative
ORF3B~Q27J81,ORF3B,Q27J81,Negative
ORF7A~P31040,ORF7A,P31040,Negative
NSP13~O43292,NSP13,O43292,Negative
NSP12~Q9Y673,NSP12,Q9Y673,Negative
NSP9~P58004,NSP9,P58004,Negative
NSP11~Q9UH62,NSP11,Q9UH62,Negative
NSP9~Q9BV44,NSP9,Q9BV44,Negative
NSP5~P31040,NSP5,P31040,Negative
NSP9~Q8N5T2,NSP9,Q8N5T2,Negative
ORF7A~Q14667,ORF7A,Q14667,Negative
ORF9C~Q7Z7A1,ORF9C,Q7Z7A1,Negative
N~Q14687,N,Q14687,Negative
ORF9C~Q6UXV4,ORF9C,Q6UXV4,Negative
N~O95476,N,O95476,Negative
NSP11~P11166,NSP11,P11166,Negative
ORF6~Q99460,ORF6,Q99460,Negative
NSP12~Q96ES6,NSP12,Q96ES6,Negative
NSP5~Q9UKB1,NSP5,Q9UKB1,Negative
S~Q7L311,S,Q7L311,Negative
ORF3A~P35611,ORF3A,P35611,Negative
NSP12~Q6A163,NSP12,Q6A163,Negative
NSP10~Q14244,NSP10,Q14244,Negative
NSP3~Q9UGP8,NSP3,Q9UGP8,Negative
M~Q8IWR1,M,Q8IWR1,Negative
NSP7~Q96AD5,NSP7,Q96AD5,Negative
NSP7~Q9Y4W6,NSP7,Q9Y4W6,Negative
NSP15~P29323,NSP15,P29323,Negative
NSP8~Q15363,NSP8,Q15363,Negative
NSP10~Q9HAS0,NSP10,Q9HAS0,Negative
NSP8~Q15165,NSP8,Q15165,Negative
NSP14~Q5HYK7,NSP14,Q5HYK7,Negative
ORF14~Q6ZVF9,ORF14,Q6ZVF9,Negative
NSP8~Q3T8J9,NSP8,Q3T8J9,Negative
ORF9B~P04899,ORF9B,P04899,Negative
ORF10~P62834,ORF10,P62834,Negative
S~O14745,S,O14745,Negative
NSP5~O14967,NSP5,O14967,Negative
ORF14~Q15056,ORF14,Q15056,Negative
NSP14~Q03519,NSP14,Q03519,Negative
ORF9B~P49841,ORF9B,P49841,Negative
NSP2~P82912,NSP2,P82912,Negative
E~Q9NVU7,E,Q9NVU7,Negative
ORF7A~Q96JI7,ORF7A,Q96JI7,Negative
NSP2~P08581,NSP2,P08581,Negative
M~P49790,M,P49790,Negative
NSP16~Q9H6R4,NSP16,Q9H6R4,Negative
S~P07237,S,P07237,Negative
ORF7A~O95155,ORF7A,O95155,Negative
NSP11~O95985,NSP11,O95985,Negative
NSP1~Q8N357,NSP1,Q8N357,Negative
ORF9C~Q14676,ORF9C,Q14676,Negative
ORF14~P78381,ORF14,P78381,Negative
N~Q9HA82,N,Q9HA82,Negative
ORF14~Q93073,ORF14,Q93073,Negative
NSP16~P61964,NSP16,P61964,Negative
NSP10~P49840,NSP10,P49840,Negative
NSP15~Q8TBM7,NSP15,Q8TBM7,Negative
NSP2~P62937,NSP2,P62937,Negative
S~Q8IUC6,S,Q8IUC6,Negative
ORF10~P49257,ORF10,P49257,Negative
NSP15~P55786,NSP15,P55786,Negative
NSP9~Q9Y241,NSP9,Q9Y241,Negative
NSP13~P04439,NSP13,P04439,Negative
NSP14~Q9NQQ7,NSP14,Q9NQQ7,Negative
ORF3B~P55072,ORF3B,P55072,Negative
NSP2~Q02952,NSP2,Q02952,Negative
NSP8~Q9NR28,NSP8,Q9NR28,Negative
ORF3A~Q9NV96,ORF3A,Q9NV96,Negative
NSP6~P62280,NSP6,P62280,Negative
M~Q969N2,M,Q969N2,Negative
NSP8~Q9UJW0,NSP8,Q9UJW0,Negative
NSP13~Q9UK32,NSP13,Q9UK32,Negative
NSP12~Q9P0S3,NSP12,Q9P0S3,Negative
ORF7B~O95625,ORF7B,O95625,Negative
ORF9B~Q9UKB1,ORF9B,Q9UKB1,Negative
ORF3A~Q9BYV2,ORF3A,Q9BYV2,Negative
NSP12~Q96TC7,NSP12,Q96TC7,Negative
ORF3A~O95487,ORF3A,O95487,Negative
NSP2~Q7Z434,NSP2,Q7Z434,Negative
NSP16~P53794,NSP16,P53794,Negative
NSP11~Q4VCS5,NSP11,Q4VCS5,Negative
NSP1~Q9UBH6,NSP1,Q9UBH6,Negative
NSP3~Q6ZMZ3,NSP3,Q6ZMZ3,Negative
NSP4~P61964,NSP4,P61964,Negative
S~O14744,S,O14744,Negative
NSP2~Q96S66,NSP2,Q96S66,Negative
S~Q02790,S,Q02790,Negative
NSP8~P05198,NSP8,P05198,Negative
NSP3~Q7L266,NSP3,Q7L266,Negative
NSP5~Q96LJ7,NSP5,Q96LJ7,Negative
NSP5~O14966,NSP5,O14966,Negative
NSP12~O95361,NSP12,O95361,Negative
NSP6~Q9H0L4,NSP6,Q9H0L4,Negative
ORF7B~Q96NT0,ORF7B,Q96NT0,Negative
M~P62318,M,P62318,Negative
M~Q9H6S1,M,Q9H6S1,Negative
NSP10~P14314,NSP10,P14314,Negative
NSP6~P11717,NSP6,P11717,Negative
NSP9~O14786,NSP9,O14786,Negative
ORF8~P50542,ORF8,P50542,Negative
ORF6~O15033,ORF6,O15033,Negative
ORF6~Q9BRZ2,ORF6,Q9BRZ2,Negative
NSP4~Q5K4L6,NSP4,Q5K4L6,Negative
NSP9~Q15154,NSP9,Q15154,Negative
NSP1~Q8N128,NSP1,Q8N128,Negative
ORF8~Q63ZY3,ORF8,Q63ZY3,Negative
NSP7~Q8IWT6,NSP7,Q8IWT6,Negative
NSP4~Q99640,NSP4,Q99640,Negative
NSP6~Q9NZ43,NSP6,Q9NZ43,Negative
M~Q9H9C1,M,Q9H9C1,Negative
S~Q9Y6M7,S,Q9Y6M7,Negative
NSP11~P10620,NSP11,P10620,Negative
NSP15~O95059,NSP15,O95059,Negative
ORF6~Q504Q3,ORF6,Q504Q3,Negative
ORF7B~Q8N122,ORF7B,Q8N122,Negative
NSP4~O14656,NSP4,O14656,Negative
NSP5~Q7Z7G8,NSP5,Q7Z7G8,Negative
NSP11~Q8N1I0,NSP11,Q8N1I0,Negative
NSP6~Q9H4M9,NSP6,Q9H4M9,Negative
NSP11~P40616,NSP11,P40616,Negative
ORF6~P62854,ORF6,P62854,Negative
NSP9~P82912,NSP9,P82912,Negative
NSP8~Q8IXK0,NSP8,Q8IXK0,Negative
M~Q6UW68,M,Q6UW68,Negative
NSP3~P68104,NSP3,P68104,Negative
S~Q8WVM8,S,Q8WVM8,Negative
NSP1~P18754,NSP1,P18754,Negative
N~Q92887,N,Q92887,Negative
NSP1~P41440,NSP1,P41440,Negative
NSP14~Q99550,NSP14,Q99550,Negative
ORF10~Q9NTJ4,ORF10,Q9NTJ4,Negative
S~Q96GC5,S,Q96GC5,Negative
ORF9C~Q96CP7,ORF9C,Q96CP7,Negative
NSP7~Q9NRM7,NSP7,Q9NRM7,Negative
NSP10~O94901,NSP10,O94901,Negative
NSP6~P31644,NSP6,P31644,Negative
NSP14~P61758,NSP14,P61758,Negative
NSP12~Q8WXE0,NSP12,Q8WXE0,Negative
NSP16~Q92604,NSP16,Q92604,Negative
NSP6~Q9NP80,NSP6,Q9NP80,Negative
E~O43149,E,O43149,Negative
NSP1~P14314,NSP1,P14314,Negative
ORF7B~P48556,ORF7B,P48556,Negative
S~Q9NUP9,S,Q9NUP9,Negative
E~Q5J8M3,E,Q5J8M3,Negative
E~Q9NYM9,E,Q9NYM9,Negative
ORF9B~O00115,ORF9B,O00115,Negative
NSP8~Q9NUJ3,NSP8,Q9NUJ3,Negative
NSP4~Q13642,NSP4,Q13642,Negative
ORF8~Q9HD45,ORF8,Q9HD45,Negative
ORF3A~Q16763,ORF3A,Q16763,Negative
NSP9~A2RRP1,NSP9,A2RRP1,Negative
NSP2~O43823,NSP2,O43823,Negative
NSP16~Q8IUC6,NSP16,Q8IUC6,Negative
NSP5~Q63HK5,NSP5,Q63HK5,Negative
NSP14~P56749,NSP14,P56749,Negative
E~P61353,E,P61353,Negative
NSP6~Q8TD19,NSP6,Q8TD19,Negative
