PPI,viral_prot,host_prot,class
ORF9C~Q9BVK8,ORF9C,Q9BVK8,Negative
ORF9B~Q9NX61,ORF9B,Q9NX61,Negative
ORF3B~Q9H814,ORF3B,Q9H814,Negative
NSP2~A5PL33,NSP2,A5PL33,Negative
NSP16~Q9Y4C8,NSP16,Q9Y4C8,Negative
ORF3B~Q96AY3,ORF3B,Q96AY3,Negative
NSP16~Q8IZ83,NSP16,Q8IZ83,Negative
NSP12~Q12797,NSP12,Q12797,Negative
ORF3A~Q9H490,ORF3A,Q9H490,Negative
NSP14~Q96HJ9,NSP14,Q96HJ9,Negative
ORF9B~Q9H490,ORF9B,Q9H490,Negative
NSP16~Q96T76,NSP16,Q96T76,Negative
NSP16~O75381,NSP16,O75381,Negative
NSP5_C145A~Q9NW81,NSP5_C145A,Q9NW81,Negative
ORF8B~Q96AQ6,ORF8B,Q96AQ6,Negative
NSP6~Q92908,NSP6,Q92908,Negative
NSP6~Q01813,NSP6,Q01813,Negative
NSP5_C145A~P42356,NSP5_C145A,P42356,Negative
ORF3A~A8MYB1,ORF3A,A8MYB1,Negative
ORF9B~A3KN83,ORF9B,A3KN83,Negative
NSP6~P82663,NSP6,P82663,Negative
E~Q9NPB0,E,Q9NPB0,Negative
NSP5~Q5TBB1,NSP5,Q5TBB1,Negative
ORF6~P82663,ORF6,P82663,Negative
NSP12~Q9HBL7,NSP12,Q9HBL7,Negative
ORF6~O95295,ORF6,O95295,Negative
NSP5~Q8NEW0,NSP5,Q8NEW0,Negative
ORF8A~Q5JSZ5,ORF8A,Q5JSZ5,Negative
NSP12~Q96HP0,NSP12,Q96HP0,Negative
NSP6~Q0VDF9,NSP6,Q0VDF9,Negative
NSP12~Q6ZRY4,NSP12,Q6ZRY4,Negative
ORF9B~P61011,ORF9B,P61011,Negative
ORF7A~A6NIH7,ORF7A,A6NIH7,Negative
ORF3B~Q15032,ORF3B,Q15032,Negative
NSP1~Q6JQN1,NSP1,Q6JQN1,Negative
NSP12~Q9Y256,NSP12,Q9Y256,Negative
ORF3A~O43772,ORF3A,O43772,Negative
NSP6~Q8N2G8,NSP6,Q8N2G8,Negative
ORF8B~O75688,ORF8B,O75688,Negative
NSP5_C145A~Q13257,NSP5_C145A,Q13257,Negative
NSP8~Q13948,NSP8,Q13948,Negative
NSP13~P40763,NSP13,P40763,Negative
E~P05091,E,P05091,Negative
ORF8B~P05091,ORF8B,P05091,Negative
ORF7A~Q96NB2,ORF7A,Q96NB2,Negative
NSP10~Q96K30,NSP10,Q96K30,Negative
NSP4~Q6NVY1,NSP4,Q6NVY1,Negative
NSP9~Q9NSI2,NSP9,Q9NSI2,Negative
NSP8~Q9BWT7,NSP8,Q9BWT7,Negative
S~Q14011,S,Q14011,Negative
NSP1~Q9NWS8,NSP1,Q9NWS8,Negative
N~Q96AY4,N,Q96AY4,Negative
ORF7A~O76021,ORF7A,O76021,Negative
N~P51965,N,P51965,Negative
ORF9C~Q9BPX1,ORF9C,Q9BPX1,Negative
NSP8~Q29RF7,NSP8,Q29RF7,Negative
ORF7A~Q5T160,ORF7A,Q5T160,Negative
ORF9B~Q9NZ63,ORF9B,Q9NZ63,Negative
NSP14~Q14CZ7,NSP14,Q14CZ7,Negative
NSP8~Q9BW92,NSP8,Q9BW92,Negative
M~Q9H8G2,M,Q9H8G2,Negative
ORF8A~Q7Z406,ORF8A,Q7Z406,Negative
NSP13~Q9C0E2,NSP13,Q9C0E2,Negative
NSP10~Q9GZY4,NSP10,Q9GZY4,Negative
NSP8~Q2NL68,NSP8,Q2NL68,Negative
NSP14~Q5SZL2,NSP14,Q5SZL2,Negative
NSP10~Q8N4L2,NSP10,Q8N4L2,Negative
NSP11~Q92820,NSP11,Q92820,Negative
ORF3A~O75947,ORF3A,O75947,Negative
NSP2~Q8NBJ4,NSP2,Q8NBJ4,Negative
ORF8A~Q00987,ORF8A,Q00987,Negative
ORF9B~P32189,ORF9B,P32189,Negative
NSP8~Q14697,NSP8,Q14697,Negative
ORF8A~P15170,ORF8A,P15170,Negative
NSP13~P50579,NSP13,P50579,Negative
S~Q9H3K2,S,Q9H3K2,Negative
NSP8~Q9ULW3,NSP8,Q9ULW3,Negative
NSP16~Q9H488,NSP16,Q9H488,Negative
N~Q9BRD0,N,Q9BRD0,Negative
ORF3B~Q13615,ORF3B,Q13615,Negative
NSP13~Q7Z4W1,NSP13,Q7Z4W1,Negative
NSP5~P61313,NSP5,P61313,Negative
NSP7~Q7Z7A4,NSP7,Q7Z7A4,Negative
NSP5_C145A~P98194,NSP5_C145A,P98194,Negative
ORF7A~P09493,ORF7A,P09493,Negative
ORF6~Q13643,ORF6,Q13643,Negative
NSP7~Q9UFW8,NSP7,Q9UFW8,Negative
NSP13~O94826,NSP13,O94826,Negative
ORF3B~P06396,ORF3B,P06396,Negative
M~Q6Q0C0,M,Q6Q0C0,Negative
NSP9~Q96TC7,NSP9,Q96TC7,Negative
NSP8~P11166,NSP8,P11166,Negative
NSP9~P51530,NSP9,P51530,Negative
NSP13~O75787,NSP13,O75787,Negative
ORF8B~O00203,ORF8B,O00203,Negative
NSP6~Q96M89,NSP6,Q96M89,Negative
ORF6~Q5BKZ1,ORF6,Q5BKZ1,Negative
M~Q9H300,M,Q9H300,Negative
ORF6~P61962,ORF6,P61962,Negative
N~Q8TEX9,N,Q8TEX9,Negative
NSP11~Q9HCJ0,NSP11,Q9HCJ0,Negative
NSP5~Q96M89,NSP5,Q96M89,Negative
NSP11~Q68D10,NSP11,Q68D10,Negative
ORF3B~Q6P1Q0,ORF3B,Q6P1Q0,Negative
NSP13~O00410,NSP13,O00410,Negative
NSP7~P35670,NSP7,P35670,Negative
NSP9~P55011,NSP9,P55011,Negative
ORF8A~O00411,ORF8A,O00411,Negative
NSP8~P49768,NSP8,P49768,Negative
NSP14~O94766,NSP14,O94766,Negative
NSP6~Q9NUJ3,NSP6,Q9NUJ3,Negative
NSP13~Q15070,NSP13,Q15070,Negative
ORF7A~P14735,ORF7A,P14735,Negative
NSP10~Q96A54,NSP10,Q96A54,Negative
NSP1~P18077,NSP1,P18077,Negative
NSP16~Q8N5G0,NSP16,Q8N5G0,Negative
NSP5~Q9H871,NSP5,Q9H871,Negative
ORF9C~Q9BYD6,ORF9C,Q9BYD6,Negative
NSP14~O43929,NSP14,O43929,Negative
NSP10~P27361,NSP10,P27361,Negative
NSP6~Q9H490,NSP6,Q9H490,Negative
NSP1~Q9HAU0,NSP1,Q9HAU0,Negative
M~Q96SN8,M,Q96SN8,Negative
ORF8A~Q9P2W9,ORF8A,Q9P2W9,Negative
ORF8B~O15014,ORF8B,O15014,Negative
ORF9B~Q9UFG5,ORF9B,Q9UFG5,Negative
E~Q6ZXV5,E,Q6ZXV5,Negative
NSP15~O75330,NSP15,O75330,Negative
NSP7~Q66K14,NSP7,Q66K14,Negative
NSP2~Q5SZL2,NSP2,Q5SZL2,Negative
NSP11~Q9BVC6,NSP11,Q9BVC6,Negative
NSP13~O15371,NSP13,O15371,Negative
M~Q7L2Z9,M,Q7L2Z9,Negative
M~Q9P2K5,M,Q9P2K5,Negative
NSP2~O95772,NSP2,O95772,Negative
ORF7A~Q8TB37,ORF7A,Q8TB37,Negative
ORF7A~Q96AA3,ORF7A,Q96AA3,Negative
NSP8~Q9UHA3,NSP8,Q9UHA3,Negative
NSP6~Q86XP3,NSP6,Q86XP3,Negative
M~Q8TEM1,M,Q8TEM1,Negative
NSP5_C145A~Q7L2H7,NSP5_C145A,Q7L2H7,Negative
NSP8~O14981,NSP8,O14981,Negative
ORF7A~O14744,ORF7A,O14744,Negative
NSP16~O15127,NSP16,O15127,Negative
ORF6~Q7Z2K6,ORF6,Q7Z2K6,Negative
NSP16~P00414,NSP16,P00414,Negative
NSP11~O76095,NSP11,O76095,Negative
ORF3B~Q9UG56,ORF3B,Q9UG56,Negative
ORF7A~Q15011,ORF7A,Q15011,Negative
NSP2~O14787,NSP2,O14787,Negative
NSP2~Q12893,NSP2,Q12893,Negative
NSP6~Q14CZ7,NSP6,Q14CZ7,Negative
NSP10~Q9Y6D9,NSP10,Q9Y6D9,Negative
E~Q9NT22,E,Q9NT22,Negative
S~Q5VW38,S,Q5VW38,Negative
NSP14~Q96S66,NSP14,Q96S66,Negative
NSP16~Q9P287,NSP16,Q9P287,Negative
NSP6~Q9Y608,NSP6,Q9Y608,Negative
S~Q52LJ0,S,Q52LJ0,Negative
NSP16~Q5H8A4,NSP16,Q5H8A4,Negative
NSP11~Q9Y287,NSP11,Q9Y287,Negative
ORF3B~P68402,ORF3B,P68402,Negative
NSP4~Q9Y4C1,NSP4,Q9Y4C1,Negative
NSP7~Q9NRD5,NSP7,Q9NRD5,Negative
ORF7A~Q7Z4W1,ORF7A,Q7Z4W1,Negative
ORF7A~O75179,ORF7A,O75179,Negative
NSP10~P13667,NSP10,P13667,Negative
M~Q13206,M,Q13206,Negative
ORF6~Q9C026,ORF6,Q9C026,Negative
E~Q9BRD0,E,Q9BRD0,Negative
NSP4~Q8IWR0,NSP4,Q8IWR0,Negative
NSP10~Q6PJG6,NSP10,Q6PJG6,Negative
NSP15~Q96DF8,NSP15,Q96DF8,Negative
NSP9~Q96KC8,NSP9,Q96KC8,Negative
ORF8A~Q9C0D3,ORF8A,Q9C0D3,Negative
NSP10~O14733,NSP10,O14733,Negative
NSP10~Q9UBV7,NSP10,Q9UBV7,Negative
NSP4~Q99595,NSP4,Q99595,Negative
ORF6~Q13948,ORF6,Q13948,Negative
ORF3B~Q8NCA9,ORF3B,Q8NCA9,Negative
NSP12~O60518,NSP12,O60518,Negative
NSP4~Q86TU7,NSP4,Q86TU7,Negative
NSP5_C145A~Q8N357,NSP5_C145A,Q8N357,Negative
NSP9~Q92734,NSP9,Q92734,Negative
ORF3A~Q03001,ORF3A,Q03001,Negative
NSP7~Q9H6F5,NSP7,Q9H6F5,Negative
ORF8A~Q6UW02,ORF8A,Q6UW02,Negative
NSP9~P28838,NSP9,P28838,Negative
NSP1~Q02338,NSP1,Q02338,Negative
ORF9B~P04062,ORF9B,P04062,Negative
NSP9~O76024,NSP9,O76024,Negative
NSP16~Q9BQ67,NSP16,Q9BQ67,Negative
NSP16~Q9UHD1,NSP16,Q9UHD1,Negative
NSP11~Q96N16,NSP11,Q96N16,Negative
S~O95747,S,O95747,Negative
NSP8~Q15329,NSP8,Q15329,Negative
NSP5_C145A~Q8N0X7,NSP5_C145A,Q8N0X7,Negative
NSP16~Q9NVV0,NSP16,Q9NVV0,Negative
NSP8~Q9NSI2,NSP8,Q9NSI2,Negative
NSP6~O94826,NSP6,O94826,Negative
NSP9~Q9BRQ6,NSP9,Q9BRQ6,Negative
NSP11~Q9UG56,NSP11,Q9UG56,Negative
S~Q9Y4I1,S,Q9Y4I1,Negative
NSP1~Q9UHI6,NSP1,Q9UHI6,Negative
ORF3B~Q9H0I2,ORF3B,Q9H0I2,Negative
N~Q9UBN7,N,Q9UBN7,Negative
NSP4~Q9H8G2,NSP4,Q9H8G2,Negative
NSP16~P40429,NSP16,P40429,Negative
NSP6~Q8TB37,NSP6,Q8TB37,Negative
NSP6~Q13232,NSP6,Q13232,Negative
NSP4~Q0P651,NSP4,Q0P651,Negative
NSP5~P36507,NSP5,P36507,Negative
NSP5_C145A~Q9ULK4,NSP5_C145A,Q9ULK4,Negative
ORF8B~Q96DA6,ORF8B,Q96DA6,Negative
NSP7~P10071,NSP7,P10071,Negative
ORF9B~O14733,ORF9B,O14733,Negative
NSP10~P62341,NSP10,P62341,Negative
ORF6~A8K8P3,ORF6,A8K8P3,Negative
NSP13~Q86WQ0,NSP13,Q86WQ0,Negative
NSP12~P08559,NSP12,P08559,Negative
NSP1~Q15111,NSP1,Q15111,Negative
ORF7A~Q02543,ORF7A,Q02543,Negative
NSP14~Q8WUF5,NSP14,Q8WUF5,Negative
ORF9C~Q15800,ORF9C,Q15800,Negative
ORF3B~Q96S55,ORF3B,Q96S55,Negative
NSP8~Q9P215,NSP8,Q9P215,Negative
NSP5~Q9H9S3,NSP5,Q9H9S3,Negative
E~A8K8P3,E,A8K8P3,Negative
NSP16~Q8NCA5,NSP16,Q8NCA5,Negative
NSP16~Q9UHW5,NSP16,Q9UHW5,Negative
NSP12~Q96HV5,NSP12,Q96HV5,Negative
NSP9~O14524,NSP9,O14524,Negative
ORF8B~Q9NUN5,ORF8B,Q9NUN5,Negative
NSP15~Q96QD8,NSP15,Q96QD8,Negative
ORF6~Q96GE9,ORF6,Q96GE9,Negative
ORF3A~Q9Y4C8,ORF3A,Q9Y4C8,Negative
NSP7~P09132,NSP7,P09132,Negative
NSP12~Q8N183,NSP12,Q8N183,Negative
NSP10~P28289,NSP10,P28289,Negative
ORF3A~Q8TBF5,ORF3A,Q8TBF5,Negative
NSP16~Q99805,NSP16,Q99805,Negative
ORF8A~Q96NB1,ORF8A,Q96NB1,Negative
NSP6~Q9UBN7,NSP6,Q9UBN7,Negative
N~Q96SB4,N,Q96SB4,Negative
NSP7~O75381,NSP7,O75381,Negative
ORF9C~P33527,ORF9C,P33527,Negative
NSP13~Q92540,NSP13,Q92540,Negative
NSP2~O95684,NSP2,O95684,Negative
ORF6~Q93009,ORF6,Q93009,Negative
NSP7~P49593,NSP7,P49593,Negative
S~Q4V328,S,Q4V328,Negative
M~Q96FZ5,M,Q96FZ5,Negative
NSP8~Q96M86,NSP8,Q96M86,Negative
NSP13~Q15329,NSP13,Q15329,Negative
NSP8~Q9Y3U8,NSP8,Q9Y3U8,Negative
ORF9C~P28340,ORF9C,P28340,Negative
NSP13~P22392,NSP13,P22392,Negative
S~Q96AY3,S,Q96AY3,Negative
NSP2~Q8IXI1,NSP2,Q8IXI1,Negative
NSP11~Q08345,NSP11,Q08345,Negative
NSP2~Q9NQ55,NSP2,Q9NQ55,Negative
NSP12~Q8NDI1,NSP12,Q8NDI1,Negative
NSP12~Q14CX7,NSP12,Q14CX7,Negative
NSP12~Q9C0B5,NSP12,Q9C0B5,Negative
NSP4~Q9UKD2,NSP4,Q9UKD2,Negative
NSP16~Q9BXS5,NSP16,Q9BXS5,Negative
NSP5~P52701,NSP5,P52701,Negative
NSP15~Q13724,NSP15,Q13724,Negative
ORF3B~Q9NYH9,ORF3B,Q9NYH9,Negative
NSP11~P07237,NSP11,P07237,Negative
NSP8~P55072,NSP8,P55072,Negative
S~Q9H9E3,S,Q9H9E3,Negative
ORF3A~Q05639,ORF3A,Q05639,Negative
E~P10398,E,P10398,Negative
NSP12~P24539,NSP12,P24539,Negative
NSP5_C145A~Q96DF8,NSP5_C145A,Q96DF8,Negative
NSP4~Q9NYP7,NSP4,Q9NYP7,Negative
ORF7A~Q9Y617,ORF7A,Q9Y617,Negative
ORF8B~Q99547,ORF8B,Q99547,Negative
ORF7A~Q9P275,ORF7A,Q9P275,Negative
NSP12~Q9GZR7,NSP12,Q9GZR7,Negative
NSP16~O95573,NSP16,O95573,Negative
ORF6~Q92828,ORF6,Q92828,Negative
S~Q3KP31,S,Q3KP31,Negative
M~Q5JRX3,M,Q5JRX3,Negative
NSP8~P41208,NSP8,P41208,Negative
NSP9~P29084,NSP9,P29084,Negative
ORF9C~O15243,ORF9C,O15243,Negative
NSP10~Q13546,NSP10,Q13546,Negative
NSP16~Q9C0E2,NSP16,Q9C0E2,Negative
NSP11~O75063,NSP11,O75063,Negative
NSP13~Q9NWU2,NSP13,Q9NWU2,Negative
NSP1~Q15382,NSP1,Q15382,Negative
NSP9~P56556,NSP9,P56556,Negative
ORF3B~P07738,ORF3B,P07738,Negative
NSP2~Q9Y385,NSP2,Q9Y385,Negative
NSP9~Q96AA3,NSP9,Q96AA3,Negative
NSP6~O15127,NSP6,O15127,Negative
NSP7~Q9NWZ5,NSP7,Q9NWZ5,Negative
NSP2~Q13283,NSP2,Q13283,Negative
NSP10~O14639,NSP10,O14639,Negative
NSP15~Q8TF46,NSP15,Q8TF46,Negative
N~O00560,N,O00560,Negative
NSP13~A8MYB1,NSP13,A8MYB1,Negative
NSP16~Q15051,NSP16,Q15051,Negative
NSP1~Q58WW2,NSP1,Q58WW2,Negative
ORF9B~P78345,ORF9B,P78345,Negative
ORF9C~P42025,ORF9C,P42025,Negative
ORF8B~Q96M89,ORF8B,Q96M89,Negative
NSP9~P04062,NSP9,P04062,Negative
NSP13~O95071,NSP13,O95071,Negative
NSP15~Q2TAA5,NSP15,Q2TAA5,Negative
NSP12~Q9BPX5,NSP12,Q9BPX5,Negative
ORF3B~Q7Z7A4,ORF3B,Q7Z7A4,Negative
ORF3A~Q14764,ORF3A,Q14764,Negative
NSP5~Q9GZN8,NSP5,Q9GZN8,Negative
NSP8~Q06136,NSP8,Q06136,Negative
NSP4~Q15125,NSP4,Q15125,Negative
NSP15~Q96HJ9,NSP15,Q96HJ9,Negative
NSP15~O75352,NSP15,O75352,Negative
ORF9C~P82675,ORF9C,P82675,Negative
NSP12~O94829,NSP12,O94829,Negative
NSP11~Q9HBZ2,NSP11,Q9HBZ2,Negative
NSP6~Q92538,NSP6,Q92538,Negative
NSP15~Q99547,NSP15,Q99547,Negative
NSP2~P10398,NSP2,P10398,Negative
NSP16~O95490,NSP16,O95490,Negative
E~Q96P70,E,Q96P70,Negative
NSP15~P13984,NSP15,P13984,Negative
ORF3A~Q68D10,ORF3A,Q68D10,Negative
N~Q4KMZ1,N,Q4KMZ1,Negative
ORF6~P51948,ORF6,P51948,Negative
ORF9B~Q9H9S3,ORF9B,Q9H9S3,Negative
NSP4~Q9NP97,NSP4,Q9NP97,Negative
ORF8A~Q4G0I0,ORF8A,Q4G0I0,Negative
NSP15~Q86UK7,NSP15,Q86UK7,Negative
NSP7~Q9BUE6,NSP7,Q9BUE6,Negative
NSP14~O60568,NSP14,O60568,Negative
NSP14~Q99547,NSP14,Q99547,Negative
NSP4~Q96ND0,NSP4,Q96ND0,Negative
NSP4~Q9Y276,NSP4,Q9Y276,Negative
NSP2~Q8IUX1,NSP2,Q8IUX1,Negative
NSP4~Q9BVS4,NSP4,Q9BVS4,Negative
NSP11~P38435,NSP11,P38435,Negative
NSP4~Q9NZ08,NSP4,Q9NZ08,Negative
NSP8~Q5TBB1,NSP8,Q5TBB1,Negative
S~O15067,S,O15067,Negative
M~O75506,M,O75506,Negative
NSP1~P60602,NSP1,P60602,Negative
NSP10~Q6ZRY4,NSP10,Q6ZRY4,Negative
ORF6~P54277,ORF6,P54277,Negative
M~Q7Z5G4,M,Q7Z5G4,Negative
ORF8B~Q15386,ORF8B,Q15386,Negative
ORF9C~P82979,ORF9C,P82979,Negative
NSP16~Q8N8E3,NSP16,Q8N8E3,Negative
M~P25116,M,P25116,Negative
NSP6~Q70CQ3,NSP6,Q70CQ3,Negative
NSP6~Q86VP6,NSP6,Q86VP6,Negative
NSP5~Q8TDN6,NSP5,Q8TDN6,Negative
NSP8~Q6VN20,NSP8,Q6VN20,Negative
ORF9C~O95373,ORF9C,O95373,Negative
ORF3A~O43818,ORF3A,O43818,Negative
NSP5~Q96M11,NSP5,Q96M11,Negative
NSP6~Q8N567,NSP6,Q8N567,Negative
ORF9C~Q96P47,ORF9C,Q96P47,Negative
ORF7A~Q9Y2Z4,ORF7A,Q9Y2Z4,Negative
ORF8B~Q7Z3C6,ORF8B,Q7Z3C6,Negative
ORF6~P36507,ORF6,P36507,Negative
ORF3B~Q9UNE7,ORF3B,Q9UNE7,Negative
S~Q9Y5L0,S,Q9Y5L0,Negative
E~Q14146,E,Q14146,Negative
NSP16~P30825,NSP16,P30825,Negative
NSP16~Q5BJD5,NSP16,Q5BJD5,Negative
NSP5_C145A~Q9UEY8,NSP5_C145A,Q9UEY8,Negative
NSP9~P63261,NSP9,P63261,Negative
NSP15~Q9NYH9,NSP15,Q9NYH9,Negative
NSP8~A6ZKI3,NSP8,A6ZKI3,Negative
ORF9B~Q9C0E2,ORF9B,Q9C0E2,Negative
NSP5~P61165,NSP5,P61165,Negative
NSP8~Q9BW61,NSP8,Q9BW61,Negative
NSP15~O95373,NSP15,O95373,Negative
E~Q92783,E,Q92783,Negative
NSP5~Q2TAA5,NSP5,Q2TAA5,Negative
NSP9~P04181,NSP9,P04181,Negative
NSP16~Q9Y4P3,NSP16,Q9Y4P3,Negative
NSP6~Q8NBU5,NSP6,Q8NBU5,Negative
NSP6~O60518,NSP6,O60518,Negative
NSP8~Q9P2I0,NSP8,Q9P2I0,Negative
NSP10~Q96IZ0,NSP10,Q96IZ0,Negative
NSP16~Q7Z478,NSP16,Q7Z478,Negative
NSP9~O60231,NSP9,O60231,Negative
NSP5~Q9Y2B2,NSP5,Q9Y2B2,Negative
NSP5~O75787,NSP5,O75787,Negative
S~Q9H0I2,S,Q9H0I2,Negative
NSP16~P43378,NSP16,P43378,Negative
NSP1~Q96CB8,NSP1,Q96CB8,Negative
M~Q5JTV8,M,Q5JTV8,Negative
E~Q8TF01,E,Q8TF01,Negative
NSP9~Q0P651,NSP9,Q0P651,Negative
NSP16~Q3SXM0,NSP16,Q3SXM0,Negative
NSP10~Q9NWZ5,NSP10,Q9NWZ5,Negative
ORF7A~Q9H6D7,ORF7A,Q9H6D7,Negative
ORF9C~P20020,ORF9C,P20020,Negative
NSP10~Q9Y5K8,NSP10,Q9Y5K8,Negative
NSP16~Q96HE7,NSP16,Q96HE7,Negative
S~O95396,S,O95396,Negative
NSP12~Q9H7H0,NSP12,Q9H7H0,Negative
M~Q9Y256,M,Q9Y256,Negative
NSP16~P39023,NSP16,P39023,Negative
NSP8~Q15154,NSP8,Q15154,Negative
NSP13~Q96G21,NSP13,Q96G21,Negative
NSP2~P49257,NSP2,P49257,Negative
NSP5_C145A~P52429,NSP5_C145A,P52429,Negative
NSP4~Q9HAU0,NSP4,Q9HAU0,Negative
NSP15~O60725,NSP15,O60725,Negative
NSP14~Q96CB8,NSP14,Q96CB8,Negative
ORF3B~Q9BXS9,ORF3B,Q9BXS9,Negative
ORF9B~Q14165,ORF9B,Q14165,Negative
NSP14~Q15006,NSP14,Q15006,Negative
ORF7A~Q9BUV8,ORF7A,Q9BUV8,Negative
S~P82675,S,P82675,Negative
NSP5_C145A~O94874,NSP5_C145A,O94874,Negative
NSP11~Q9P2W9,NSP11,Q9P2W9,Negative
ORF3B~Q9NX76,ORF3B,Q9NX76,Negative
NSP6~Q04656,NSP6,Q04656,Negative
NSP4~Q6PI48,NSP4,Q6PI48,Negative
ORF9B~P54920,ORF9B,P54920,Negative
ORF7A~Q9NX40,ORF7A,Q9NX40,Negative
NSP8~Q96GE9,NSP8,Q96GE9,Negative
NSP13~Q9UJC5,NSP13,Q9UJC5,Negative
ORF3A~Q8NFZ5,ORF3A,Q8NFZ5,Negative
NSP8~O14727,NSP8,O14727,Negative
NSP4~Q9UPQ8,NSP4,Q9UPQ8,Negative
NSP2~Q9BVS4,NSP2,Q9BVS4,Negative
NSP6~Q9NXA8,NSP6,Q9NXA8,Negative
NSP7~Q14692,NSP7,Q14692,Negative
NSP9~P05026,NSP9,P05026,Negative
S~Q92499,S,Q92499,Negative
NSP5~Q9H9Y2,NSP5,Q9H9Y2,Negative
NSP5~O43264,NSP5,O43264,Negative
S~Q8N4Q1,S,Q8N4Q1,Negative
ORF6~Q9Y3U8,ORF6,Q9Y3U8,Negative
NSP1~Q92734,NSP1,Q92734,Negative
M~P10586,M,P10586,Negative
M~A0PJW6,M,A0PJW6,Negative
NSP12~Q9NVH2,NSP12,Q9NVH2,Negative
E~Q9Y2R0,E,Q9Y2R0,Negative
ORF8B~Q86WA8,ORF8B,Q86WA8,Negative
NSP2~P07237,NSP2,P07237,Negative
ORF6~O75683,ORF6,O75683,Negative
NSP10~Q8IX90,NSP10,Q8IX90,Negative
NSP12~Q6Y7W6,NSP12,Q6Y7W6,Negative
ORF3B~Q96RG2,ORF3B,Q96RG2,Negative
NSP14~P26196,NSP14,P26196,Negative
NSP14~O00116,NSP14,O00116,Negative
NSP6~Q5HYK3,NSP6,Q5HYK3,Negative
NSP12~Q9UL63,NSP12,Q9UL63,Negative
NSP2~Q5XKP0,NSP2,Q5XKP0,Negative
ORF9C~Q92665,ORF9C,Q92665,Negative
NSP10~Q9Y5Y0,NSP10,Q9Y5Y0,Negative
NSP4~Q8N8Y2,NSP4,Q8N8Y2,Negative
ORF9C~Q9P2E5,ORF9C,Q9P2E5,Negative
NSP9~Q6Y1H2,NSP9,Q6Y1H2,Negative
ORF8A~Q9BWH2,ORF8A,Q9BWH2,Negative
NSP7~Q5T9L3,NSP7,Q5T9L3,Negative
NSP1~Q9GZR7,NSP1,Q9GZR7,Negative
M~O75821,M,O75821,Negative
NSP13~Q6UW78,NSP13,Q6UW78,Negative
E~Q16222,E,Q16222,Negative
ORF8A~Q7Z3B4,ORF8A,Q7Z3B4,Negative
NSP5~Q5T5P2,NSP5,Q5T5P2,Negative
NSP13~Q96EY8,NSP13,Q96EY8,Negative
NSP15~Q9UHI6,NSP15,Q9UHI6,Negative
ORF6~O75534,ORF6,O75534,Negative
ORF8B~Q9H3U5,ORF8B,Q9H3U5,Negative
NSP11~Q99720,NSP11,Q99720,Negative
ORF3B~P26196,ORF3B,P26196,Negative
NSP15~Q5SRE5,NSP15,Q5SRE5,Negative
M~O15120,M,O15120,Negative
NSP11~Q9P2E5,NSP11,Q9P2E5,Negative
ORF9B~P27540,ORF9B,P27540,Negative
NSP13~O95139,NSP13,O95139,Negative
ORF6~P49810,ORF6,P49810,Negative
NSP13~Q0P651,NSP13,Q0P651,Negative
NSP8~O76024,NSP8,O76024,Negative
NSP6~Q15843,NSP6,Q15843,Negative
NSP13~Q9H6R6,NSP13,Q9H6R6,Negative
NSP13~Q9UGI8,NSP13,Q9UGI8,Negative
NSP9~Q9NWZ5,NSP9,Q9NWZ5,Negative
NSP11~P61165,NSP11,P61165,Negative
ORF9B~Q06136,ORF9B,Q06136,Negative
NSP5~Q8IUR0,NSP5,Q8IUR0,Negative
NSP9~P35244,NSP9,P35244,Negative
NSP2~Q8N0U8,NSP2,Q8N0U8,Negative
NSP10~Q8IWA0,NSP10,Q8IWA0,Negative
NSP13~P10586,NSP13,P10586,Negative
NSP2~P0CG40,NSP2,P0CG40,Negative
N~Q9P0K7,N,Q9P0K7,Negative
NSP16~P07384,NSP16,P07384,Negative
NSP5_C145A~Q14CZ7,NSP5_C145A,Q14CZ7,Negative
NSP6~Q96NT3,NSP6,Q96NT3,Negative
NSP12~P41091,NSP12,P41091,Negative
NSP16~Q9UMX5,NSP16,Q9UMX5,Negative
NSP5_C145A~P05423,NSP5_C145A,P05423,Negative
E~Q8WTV0,E,Q8WTV0,Negative
ORF8B~Q8NGZ2,ORF8B,Q8NGZ2,Negative
ORF8A~A0PJW6,ORF8A,A0PJW6,Negative
ORF9C~Q02338,ORF9C,Q02338,Negative
M~Q96EU6,M,Q96EU6,Negative
ORF3A~Q9NRZ7,ORF3A,Q9NRZ7,Negative
ORF9B~Q9BQ67,ORF9B,Q9BQ67,Negative
NSP8~Q92598,NSP8,Q92598,Negative
NSP5~Q9UBN7,NSP5,Q9UBN7,Negative
NSP14~Q02040,NSP14,Q02040,Negative
NSP8~O43929,NSP8,O43929,Negative
ORF3A~Q8TCJ2,ORF3A,Q8TCJ2,Negative
NSP5_C145A~O96000,NSP5_C145A,O96000,Negative
NSP6~Q9Y3U8,NSP6,Q9Y3U8,Negative
ORF3A~Q71RC2,ORF3A,Q71RC2,Negative
NSP5_C145A~P25686,NSP5_C145A,P25686,Negative
NSP7~P25686,NSP7,P25686,Negative
NSP13~Q92747,NSP13,Q92747,Negative
NSP11~O00303,NSP11,O00303,Negative
E~Q13868,E,Q13868,Negative
E~P67936,E,P67936,Negative
ORF8A~O15431,ORF8A,O15431,Negative
NSP15~Q8N726,NSP15,Q8N726,Negative
NSP15~Q13423,NSP15,Q13423,Negative
